"order_id","payment_sequential","payment_type","payment_installments","payment_value"
"f1b7c83171b22e2babd61eb8501d58d5",1,"credit_card",2,8.85
"d4c46523b1239f182b74fb0ea1c27f32",1,"credit_card",1,79.39
"88857d91dc3370190060f4b06041e708",1,"credit_card",10,37.17
"73596e67516934a7fe64cc6ca6d75545",1,"credit_card",3,12.42
"e6f98f32bf5e724269a5e9cb2529f2e3",1,"credit_card",5,30.64
"aeb81ccabe4f164a26e763cd5b07fd99",1,"mobile",1,14.18
"6225c94031a1e372349fa17f1891317d",1,"credit_card",5,51.3
"c8e19a0edcf6fd34024a2f7fe5f85ef8",1,"mobile",1,68.28
"984c8458b4e17a487d85b16c9ce0f00c",1,"credit_card",1,28.8
"3ba1ccc3882bd7df61ee5030f44ec1d2",1,"credit_card",5,38.8
"5b2f1ff03b77977af4258e7cfc2ec799",1,"credit_card",1,52.11
"e4fe84926e03b0030e643318464be6a7",1,"credit_card",2,43.43
"37c755c6df4b61c5b4cc40361ae57588",1,"credit_card",3,14.47
"bf5099786cc9dcd17a4961c9406fb3f3",1,"credit_card",1,17.16
"4cc95216e51190048472a2baf6fa53ee",1,"mobile",1,11.21
"1c859fbb6e7f238f3f6134628b845f3a",1,"mobile",1,5.22
"9027f38fa8afb91a7ad77fd92abf97a1",1,"credit_card",5,95.49
"94a71bedec852e752e86d530d03d6061",1,"mobile",1,6.37
"64d6282bba1a1c015acbdcacca391253",1,"mobile",1,8.17
"49f62326ab0dc444db19abf56861df10",1,"credit_card",10,21.92
"0e2b7e9ea88624cc24fe978983190dea",1,"credit_card",3,41.37
"ff2debba53c9c8185f517f7b3a936aed",1,"credit_card",10,48.15
"c8ea1ac95f4f994f94fb57e99dcca985",1,"credit_card",4,9.8
"c24a00c414738de9ee6121f179ebba9c",1,"mobile",1,21.57
"cee90a4ed9adb7e720e6007bcc43e4e3",1,"credit_card",3,12.4
"dd691e4f12c592067339680ffc3dd443",1,"credit_card",3,7
"a144da15ca9cb1ebccf012a14736c54d",1,"credit_card",8,51.27
"7246a71d326111872bfdfd34f495dc4f",1,"credit_card",5,23.51
"d2ebd7492d92dfb6a5737ba33a58f920",1,"credit_card",4,28.91
"8e6df87600aae0285919b5529f7f0bfd",1,"mobile",1,25.3
"9d4fe519c77c087d5a1bd73637c5c6bf",1,"credit_card",1,24.92
"2df8ef770ee7c12291ed7811f4f414c5",1,"voucher",1,11.38
"75450feecb51c39e54f4bd4c74b867e5",1,"mobile",1,9.36
"d3f44296d90a42d3ec4b52b18654e87a",8,"voucher",1,0.8
"d0e9849de800fdb4cb3b5e6d42c6b367",1,"mobile",1,17.16
"838411338443a817cfb4c26f0f7a9c9a",1,"mobile",1,12.74
"bedae8df4e37a65ccbec319872296b89",1,"credit_card",3,86.61
"16b6123f7077419424bf89af74e2d054",1,"credit_card",10,128.4
"e147052b9ecc00bf938f9e8581944207",1,"credit_card",4,52.79
"fff7c4452f050315db1b3f24d9df5fcd",1,"credit_card",1,151.38
"0bdb173bda4bf7e4109fe707c309252a",1,"credit_card",10,26.59
"47d051e89cf6490245136694a26a4395",1,"credit_card",5,21.47
"0cd19e832fefb17664d1a294b90ad192",1,"credit_card",10,22.04
"9786fe4bfc559809a4bc1a58b72e2077",1,"credit_card",8,73.78
"0fe5bc7345e72628330234915ed373bd",1,"mobile",1,21.37
"817e8b5495d2b31da82dfe5a89aacdba",1,"credit_card",8,56.3
"8ff5ec04a3f395979b2371a0a9ef4136",1,"credit_card",5,24.36
"2b49d60af10ea7e2443376987ec8a184",1,"credit_card",1,7.14
"5795989efabaace15f06689b3ab3c4c1",1,"credit_card",1,5.86
"440b07cde0dc78d377c42d29845bcafd",1,"credit_card",1,7.55
"adc2f0c9fd838d820339f8220c1adf08",2,"voucher",1,6
"1dfbde97fe9eccbac2db9ab2f3d45a9b",1,"credit_card",6,69.75
"68051b9b65c4b30fc1252a2b69fe1d0b",1,"credit_card",6,25.15
"8a170c32858870f69d7a3477fcca9a4b",1,"credit_card",3,12.81
"242bc9216a7d8514ba8d435a96d63c3d",1,"mobile",1,25.54
"fe36a827e3e9e0a6f5e11b0be2055727",1,"credit_card",5,11.14
"5ad7d897998f9bab0176a1c82b7437ea",1,"credit_card",1,18.26
"b79a7395d3911e77688dfe966105a683",1,"mobile",1,21.73
"a3670896f8c6f70396896223eb4ca8be",1,"mobile",1,14.58
"6a26bd1a037993f1205073dbeda67db4",1,"credit_card",2,13.42
"c3fa73017c4a172907d79669eda248d0",1,"credit_card",6,27.81
"af045d3e5d7082db57d5b5dde3c0c97b",1,"credit_card",1,8.28
"b9a8d194c52bcb022997d990bd402f7e",1,"mobile",1,73.72
"fa9ef315051f18a68686aca274ae8f2a",1,"credit_card",4,21.56
"94d2de9ad08d15bd3e714a984bd09bcb",1,"credit_card",10,77.45
"0930df388b21f34fc3f0e3baa9a73016",1,"credit_card",1,5.22
"cbb39c59f8084f27c248bd5c3a1cde7b",1,"mobile",1,48.87
"0705d1148d3c3d342f1a8c8ad33e5d3f",1,"credit_card",10,23.57
"415c8cb8b60f8371900c2abb3ce6a0c3",1,"credit_card",3,34.26
"cb666a5ed3eec739fae136c3da8552c7",1,"credit_card",4,52.93
"7a415e8280c3ae4d608481124c4f5d62",1,"credit_card",1,13.74
"bdd49e833a618b2e10096e4bd5725977",1,"mobile",1,11.03
"38006c12e16c03c74e2eb3113e238e5f",1,"credit_card",1,3.57
"20aa4f85b1ed8d98e5c742c1a003db9c",2,"voucher",1,10
"e11fec6c25945565c1ef4f14fc3c03b7",1,"credit_card",10,399.14
"604b550c04e61700ab7bcb2ac5b5ca53",1,"mobile",1,142.05
"8a0ecc540156c0f21f25d7bfd4e95dbe",1,"credit_card",1,13.6
"cc80504e2db2b7b744e2bfe2450c95d3",1,"credit_card",5,11.9
"91f377dafe157043ee827b080a27e3f5",1,"credit_card",5,74.39
"c75886866a89a0c9a04fbcd4699f3772",1,"credit_card",10,133.6
"65bbd0719855fe808bb19f62dfa9f42c",1,"credit_card",1,70.93
"46c7c115d719ca780eebedf719fbd4e1",1,"credit_card",4,11.94
"ebee038c5993647eb1defc78207cd187",1,"credit_card",1,22.85
"394eefeb1d359eb230a22ba3bd68f072",1,"credit_card",1,34.58
"cccb62677b6ed93ec68f4428a0ad81ee",1,"credit_card",7,16.34
"fd26702a3f7ee5d86580de591ff53e3f",1,"mobile",1,11.28
"e3c6bf3aad3a42c48ae9619ac88d0b3d",1,"credit_card",4,12.9
"968ce3e13bbc09dc91d26a2f0208d99d",1,"credit_card",5,40.11
"31026c762ccd760199ad552ea17e0269",1,"credit_card",1,8.34
"189ede25eb8522abcbd3592d08811f85",1,"mobile",1,56.02
"17b18aa0bfdcebddefdf2d7da5718181",1,"credit_card",5,20.27
"828c3114b783f896fba059433600c471",1,"credit_card",1,15.51
"a6afa7362f8ec053b0b61cdc8f1c8b25",1,"mobile",1,9.62
"940d83f3286808e4f8b1a7ac975b2aa9",1,"mobile",1,15.2
"238bcd7a2027e5f32fd185c264d73786",1,"credit_card",2,16.91
"96068d351a84dcea0b929884876e4fae",1,"credit_card",2,25.75
"f8aa20752115b536eacee3d561989f35",1,"credit_card",5,22.48
"5accb23a030458bbfb5eb669903f05b7",1,"credit_card",1,7.08
"689e8820798347950a2649f71c734bd0",1,"credit_card",6,38
"503ede67b27bbb1c7dca67c00af403a5",1,"credit_card",2,45.72
"34dedd5cb5e0f12df565171392540a8f",1,"credit_card",1,4.46
"bea175d990526fa16d7d6d5ea071d065",1,"credit_card",8,51.46
"0b3d8a1bbaa4e340e25adfd640f70308",1,"credit_card",12,38.02
"952241c48f34d58c23ca57964d413834",1,"credit_card",2,17.64
"332e264249f30a888b81bffd7a84e03c",1,"mobile",1,26.29
"5b2e70f861de8953b06ea667adc2eb4e",1,"credit_card",3,51.74
"4f037f852cf9b1a96760775d55221c33",1,"credit_card",1,16.85
"1314353395f7148ba64400eab34bb50c",1,"credit_card",10,31.35
"1d5912d4e665fb2a085a50fc13007c02",1,"mobile",1,13.98
"6e8e751584b3e3141e3e3c39f71408c2",1,"credit_card",6,37.43
"290069e93a387bceb35f0106717ab803",1,"credit_card",3,14
"0cc14454cb400b7b154e0a45ffd5c2f9",1,"credit_card",1,11.42
"14d113827939e9deace0b2afb528f1bb",1,"credit_card",1,30.97
"d73f657ce49ec301ac81116e74bd0571",1,"credit_card",3,13.02
"f0ea851516ffb7fbea588f7d200e3d43",1,"mobile",1,18.73
"01e6f40a293da5a9dc11e49695c7541d",1,"mobile",1,12.82
"7b88910a9e8c55290806a85af1b796a6",1,"credit_card",4,12.65
"c1219b88f5d48e3d0dd3229cbd88a722",1,"credit_card",1,0.1
"933cae52f81a96867c679e5251c0a7c5",1,"credit_card",5,17.7
"6519cf54b544974af32f148f9087f86c",1,"credit_card",2,16.16
"caa275ffe24eb1662c6e22a43e200622",1,"credit_card",7,78.81
"08bc5baa3da6ce0746413cd9cf227e9e",1,"credit_card",2,33.1
"28156e3f154f44bf5cb8c3ee9978d332",1,"debit_card",1,14.33
"dd3d73f70b77e2a07f64360620621ca4",1,"credit_card",5,52.59
"a03080d29751000dd3e2eab48835af82",1,"credit_card",3,12.44
"69796e4e03edbf9c0f49c76d4ebadb77",1,"debit_card",1,18.64
"9389b64e7d922e3b0c30f8026e418e64",1,"credit_card",4,25.09
"5d5b8c94e2bc6b963da5af8a4b02bf08",1,"mobile",1,16.11
"e6e5431f5c825cde6802af0f30bd8eaf",1,"credit_card",2,74.69
"6c949e670b5d33dc8fb8ad25b6da4860",1,"credit_card",10,20.49
"175ba47aad2d017d2495c66b763a7df6",1,"credit_card",3,26
"1662797f04736ea5acb5de67d5672fcc",1,"credit_card",1,14.86
"aa7565b87e9b5f1ecf8b8ea7f745899c",1,"credit_card",7,14.14
"ad2b9f8531232554f31be87d5ea9da10",1,"credit_card",3,39.8
"2f54d4ac9b0df5774cfa7c1250c4750a",1,"credit_card",2,5.62
"efc0a4486f951c342875c6ffdeca315a",1,"voucher",1,11.98
"4862027da7986ac571a0bd91458ec358",1,"mobile",1,10.22
"774b04fe6502917d1952476fd1f3dd60",1,"credit_card",1,13.57
"93b63d0bd99c903fae0f7a00b72b507c",1,"credit_card",3,32.87
"141d3bf5aa7128f40bf2a60cef620b93",1,"credit_card",3,31.81
"ca376f8f4042e61688af8cfd32d4e80e",1,"credit_card",3,46.82
"73eedc4ca4a789813a63fe30856c805f",1,"mobile",1,17.18
"984cefe3260707e1f6fc38b18b2b276c",1,"credit_card",4,20.41
"a1092ad981e90f68879726e1c2c0fd63",1,"credit_card",7,15.52
"8f9b2d4a6cd80dc716a380365561a133",1,"credit_card",1,39.41
"e4e0b1913652739070617b6a336a6ca5",1,"mobile",1,8.94
"71749baed4a3e47f47aecfced7c70ec2",1,"credit_card",1,5.28
"dc70f94b8e8d37fbd4fbc0e31a008175",1,"credit_card",4,21.26
"de1f470a407aead094cd885293ea9ba1",1,"credit_card",8,49.39
"ccb78ed7a1acba9d251c8626f13097f5",1,"credit_card",3,11.5
"54b73f808b0ff25da4276773c30ac269",1,"credit_card",4,21.06
"6ad99bac95eceb8ee72b78585c5baf88",1,"credit_card",8,40.71
"3e47a8cc66024053901d7313a7d2a0b7",1,"credit_card",2,66.08
"a9096f7f0b61e8a65ae29ece51a43d03",1,"mobile",1,21.74
"8065c72fce26b871dcba7ef49bebfa48",1,"credit_card",1,5.54
"0dd13170e2f12871b1e007e5fcf6e944",1,"credit_card",2,24.22
"c283d7942d2bbca2c27a9c15ee2a390e",1,"credit_card",1,41.35
"a1f7a3803f5afa1b25182cbc0b2c38be",1,"mobile",1,14.67
"069872f35a2ed2d455f9b64e914dd4bd",1,"credit_card",1,14.52
"0fe66ba925b98652d484ad6af89402e7",1,"mobile",1,46.02
"fbbc0a864330509c41ca4b4f0ff9b780",2,"voucher",1,28.02
"209addb62d4e3c8c3e8b364d841b4d58",1,"credit_card",1,13.77
"b790fce1eff8be3c9ff35c97cde2afaa",1,"credit_card",10,61.04
"f8b1f5bc1c01359c4cc4e611c257ff2b",1,"credit_card",3,18.5
"f5b3d7bf340b33e9fac5e7f314525614",1,"credit_card",2,23.27
"d75cb3755738c4ae466303358f97bc55",1,"mobile",1,7.54
"ee482a8248d67e42aa1105d14a941a47",1,"credit_card",2,30.1
"f41fbf3e30f0f79822348910ca2009f2",1,"credit_card",1,20.89
"c3efd4a2e8fb35fdc26a1312de8e2ca2",1,"credit_card",3,22.01
"a65211639143a90d6cb4116d808b1823",1,"mobile",1,146.19
"84e18f4b5b541150af97e94f3cc0b2a7",1,"credit_card",8,16.42
"7c95572fd6e7e0ab8b88b00fd8c70716",1,"mobile",1,10.68
"2299befc86b7b31fc23dcba911582355",1,"credit_card",1,5.1
"0fa927b252421189a0e0d5725fb3832d",2,"voucher",1,20.76
"197be0df90e5b459a14669e32c8ce1ff",1,"credit_card",6,22.86
"531752ff49fa411d865ecde8cce5c7ee",1,"credit_card",2,11.56
"c137d955d66546c460453c13ce560ad4",1,"credit_card",1,24.83
"0d4bf86877b0763d194d50ca6a136bf9",1,"credit_card",3,12.82
"219fda9e83f9a3ac8e1baa10d6cc6366",1,"mobile",1,8
"d253842de8c5d6f95feebe80f6f6995e",1,"credit_card",8,61.59
"7056ed3b6f11b379db7915d1f6a69ad9",1,"credit_card",1,7.63
"e3c4a1f61400e7db82ae759cacedc9a3",1,"voucher",1,10.4
"067a8c6d7efd34e3595ef4bf1500c766",1,"credit_card",1,7.01
"49549ed2d115e970bfb52d517fe0e91f",1,"credit_card",8,37.3
"dfa57a47eb4b524966a891189c893d04",1,"credit_card",4,19.99
"ba7243ecb3b63c80579ba1d4c34e277c",1,"mobile",1,11.01
"c943bc78c323d9a46208210c587c2ce4",1,"credit_card",1,4.21
"6d60fdb8565707824a98431255d3183a",1,"credit_card",1,5.29
"73ffc7dbf151bdb28ff40c4206968803",1,"credit_card",1,25.51
"90932f88aac7cb89b8de1b8635b6d393",1,"credit_card",2,11.28
"1857ec1a182661136fe7584592437d51",1,"mobile",1,113.33
"a10e6749400b3ea4a674cec3fd3a9605",1,"credit_card",4,12.8
"3ef8344e342218131639ab03da0189cc",1,"credit_card",3,30.22
"174fb39de9de15c80ea4076ba0cb6c83",1,"mobile",1,18.78
"bd0f032970584aa4a5b78947cb63e455",1,"credit_card",8,36.22
"5256aac1d939c4bbc931cc7c1c78a419",1,"credit_card",10,27.43
"9c54a1816e487456bb7eb5082b9823ff",1,"credit_card",1,0.4
"048cc31326007f07b576b46beddecc12",1,"mobile",1,54.52
"6ad6a8701a498c74450b0876eda2ecb9",1,"credit_card",4,17.47
"68986e4324f6a21481df4e6e89abcf01",5,"voucher",1,3.31
"774189d7c5cbddd496b190c3c0f9de56",1,"credit_card",4,46.84
"36963a629da6c57d926df8f37a9e63a9",1,"mobile",1,6.6
"37193e64eb9a46b7f3197762f242b20a",1,"credit_card",1,2.18
"ecdaf77dd1a8f3bbb92d88b14869b2f9",1,"credit_card",4,16.83
"a8ff452116db2ff4a2963f490afe5471",1,"mobile",1,20.87
"2f9892eb8df4a437d90cc5b1486f3b02",1,"credit_card",3,24.22
"f6cc5ac0be9196f2fb3db04bace5cd8b",1,"credit_card",7,47.73
"972c2e78e9af23a750a48184aadfca4d",1,"credit_card",3,10.22
"b0cc2434ee3727e682222a0f745a5948",1,"credit_card",3,29
"f75517cfb973c21eab8559a870263794",1,"credit_card",10,46.25
"d022bdad33a575ca5edb8c4d51e44310",1,"mobile",1,14.01
"d1ea13fc1406243e6f6134582bf1bbc5",1,"credit_card",10,286.58
"3bfd863aeb764ee13e7a3909ca8be2a5",2,"voucher",1,10
"4f54cd2c8e8986790a962e3657390e1d",1,"credit_card",1,12.8
"5600c1fabd9c27cf4dc4a3aaf57a8e29",1,"credit_card",2,11.63
"b9a089706e16d5490f7a2feb363e32e9",1,"mobile",1,29.88
"8d0b3f3857cad208492c3819a7a00d19",1,"credit_card",2,30.56
"869e47849cdcd2a24f33ab52accd0e89",1,"credit_card",8,16.58
"6902f0d9d7309f56f50b8713c3b6a4de",1,"mobile",1,13.34
"0132158c30672a8c52997a2492613ec2",1,"credit_card",8,82.66
"460bbd1de438f2781234032226e45461",1,"credit_card",3,22.42
"9b92d4432c1758cd4215f3fdb1d623a3",1,"credit_card",4,37.27
"fb8d6e92e3a08fe6485d4fb08d23ae0e",1,"credit_card",1,4.21
"a38d122ad3e07ca8d13e4a42059b98d2",1,"mobile",1,32.32
"ec89f64fa61a8186f474cf0a903fc4fa",1,"credit_card",1,5.55
"cf014dc8804713618176fc95af41b221",2,"voucher",1,16.39
"2f92b812fd7c7df5b629833c484cdf1d",1,"credit_card",1,12.27
"270f00466aae4f41f010eaba2da31425",1,"credit_card",2,12
"d790743eff8a57ec6b1bd64865b8c60f",1,"credit_card",3,7.8
"6de0a6791e7af4ed0514498e5100370b",1,"credit_card",4,37.38
"8d3a0426fb1b51bacd3297517f48b0ae",1,"credit_card",1,11.83
"56430e0b9968b381942760e433583b27",1,"debit_card",1,6.62
"493c6b85f2b1911ffe31be7e8c2839c3",1,"voucher",1,29.61
"6ea6f5d85441b7bfcccbc44e082d02e3",1,"credit_card",2,37.91
"94cbbe30434a51f71837965608aa41e1",1,"mobile",1,13.81
"9e8d7ab8137bcd3cfeac577dddf35592",2,"voucher",1,20
